LanePointX,LanePointY
-1.454503,7.500000
-1.250687,7.500000
-1.044385,7.500000
-0.851768,7.500000
-0.657583,7.500000
-0.454488,7.500000
-0.250958,7.500000
-0.048904,7.500000
0.151771,7.500000
0.351006,7.500000
0.548877,7.500000
0.745143,7.500000
0.940143,7.500000
1.136057,7.500000
1.332611,7.500000
4.698826,7.500000
4.893549,7.500000
5.090903,7.500000
5.290755,7.500000
5.492456,7.500000
5.695447,7.500000
5.899697,7.500000
6.103699,7.500000
6.307153,7.500000
6.510661,7.500000
6.714257,7.500000
6.917364,7.500000
7.119997,7.500000
7.322826,7.500000
7.524793,7.500000
10.963868,7.47991756
54.198025,-20.240716
54.304589,-20.460751
54.411112,-20.683846
54.517133,-20.909125
54.623063,-21.137549
54.727925,-21.367081
54.832693,-21.599921
54.936937,-21.835198
56.470640,-25.841087
56.555869,-26.103696
56.638988,-26.365401
56.720861,-26.628914
56.796595,-26.883632
56.862755,-27.117931
56.927141,-27.343665
56.991509,-27.566800
57.055850,-27.788979
57.120205,-28.010901
57.184304,-28.231825
57.248245,-28.452169
57.312353,-28.673068
57.376312,-28.893449
57.440350,-29.114100
58.461809,-32.633627
58.525528,-32.853178
58.589130,-33.072324
58.652799,-33.291699
58.716347,-33.510662
58.779986,-33.729935
58.843541,-33.948921
58.907010,-34.167609
58.970579,-34.386639
59.034118,-34.605569
59.097631,-34.824408
59.161070,-35.042993
59.224424,-35.261284
59.287852,-35.479832
59.351337,-35.698576
60.364274,-39.188741
60.427559,-39.406793
60.490759,-39.624556
60.554117,-39.842860
60.617317,-40.060623
60.680667,-40.278902
60.743674,-40.495997
60.806836,-40.713628
60.870201,-40.931958
60.933222,-41.149101
60.996323,-41.366521
61.059557,-41.584400
61.122511,-41.801314
61.185601,-42.018696
61.248606,-42.235786
62.266695,-45.743702
62.331692,-45.967654
62.396811,-46.192027
62.462175,-46.417244
62.527498,-46.642320
62.592970,-46.867912
62.658363,-47.093228
62.723771,-47.318596
62.789401,-47.544733
62.854915,-47.770467
62.920429,-47.996202
62.986029,-48.222231
63.051364,-48.447349
63.116961,-48.673369
63.182228,-48.898252
64.226098,-52.495000
64.291386,-52.719953
64.356148,-52.943098
64.421243,-53.167390
64.486338,-53.391679
64.551393,-53.615833
64.616222,-53.839206
64.681089,-54.062712
64.741353,-54.277122
64.792423,-54.469738
64.842464,-54.654515
64.894072,-54.837223
64.946389,-55.014705
65.000463,-55.192249
65.055647,-55.368804
66.084541,-58.119740
66.157997,-58.287615
66.232445,-58.454833
66.307986,-58.621625
66.384500,-58.787730
66.462005,-58.953195
66.540857,-59.118771
66.620227,-59.282724
66.700917,-59.446732
66.782701,-59.610313
66.865323,-59.772967
66.949078,-59.935276
67.033718,-60.096763
67.119521,-60.257962
67.206191,-60.418313
68.725214,-62.898242
68.828113,-63.047484
68.931860,-63.195933
69.036687,-63.343920
69.142265,-63.490983
69.248994,-63.637676
69.356361,-63.783297
69.464498,-63.928035
69.573769,-64.072379
69.683929,-64.215999
69.794764,-64.358619
69.906698,-64.500788
70.019202,-64.641837
70.132857,-64.782497
70.247228,-64.922225
72.269396,-67.120752
72.428811,-67.279245
72.588973,-67.438679
72.749621,-67.598667
72.909874,-67.758288
73.070504,-67.918295
73.230777,-68.077949
73.391060,-68.237616
73.551461,-68.397399
73.711563,-68.556885
73.872056,-68.716762
74.032208,-68.876297
74.192103,-69.035578
74.352341,-69.195200
74.512337,-69.354580
77.070384,-71.902793
77.230326,-72.062120
77.389835,-72.221016
77.549527,-72.380093
77.709052,-72.539006
77.868782,-72.698122
78.028179,-72.856906
78.187532,-73.015646
78.347146,-73.174647
78.506272,-73.333161
78.665741,-73.492017
78.824856,-73.650520
78.984210,-73.809261
79.143290,-73.967729
79.302263,-74.126091
81.883425,-76.697330
82.051314,-76.864574
82.220081,-77.032692
82.390485,-77.202440
82.561852,-77.373149
82.734316,-77.544949
82.908336,-77.718300
83.083210,-77.892502
83.259376,-78.067991
83.436937,-78.244869
83.615581,-78.422826
83.795743,-78.602296
83.976716,-78.782573
84.158987,-78.964143
84.342910,-79.147359
87.413033,-82.205679
87.610588,-82.402474
87.808571,-82.599696
88.007158,-82.797520
88.205557,-82.995156
88.404226,-83.193061
88.603098,-83.391168
88.801960,-83.589266
89.000971,-83.787512
89.200207,-83.985982
89.399024,-84.184035
89.597861,-84.382107
89.796986,-84.580467
89.995731,-84.778447
90.194523,-84.976475
93.365998,-88.135757
93.563432,-88.332432
93.761030,-88.529271
93.959018,-88.726497
94.156361,-88.923081
94.354015,-89.119976
94.551354,-89.316556
94.748828,-89.513271
94.946720,-89.710402
95.144215,-89.907137
95.342144,-90.104306
95.539776,-90.301178
95.737496,-90.498137
95.935346,-90.695227
96.132917,-90.892039
99.286681,-94.033678
99.483565,-94.229805
99.680030,-94.425514
99.876951,-94.621678
100.073983,-94.817952
100.271524,-95.014734
100.469303,-95.211753
100.667832,-95.409519
100.866815,-95.607736
101.066548,-95.806701
101.266540,-96.005925
101.467770,-96.206381
101.669775,-96.407610
101.872552,-96.609607
102.076141,-96.812413
104.934484,-99.560571
105.115261,-99.712907
105.296883,-99.863490
105.479763,-100.012665
105.664079,-100.160567
105.848963,-100.306502
106.035113,-100.451032
106.222524,-100.594149
106.411240,-100.735881
106.601105,-100.876108
106.791299,-101.014234
106.983033,-101.151150
107.175304,-101.286138
107.369102,-101.419899
107.563739,-101.551950
111.140553,-103.634418
111.398601,-103.774706
111.656458,-103.914889
111.914432,-104.055136
112.172369,-104.195361
112.430419,-104.335648
112.688220,-104.475800
112.945712,-104.615783
113.203613,-104.755989
113.461212,-104.896031
113.718483,-105.035894
113.985718,-105.179046
114.278285,-105.332186
114.579574,-105.491173
114.883743,-105.654449
119.611257,-108.657220
119.893357,-108.864796
120.174395,-109.075034
120.452522,-109.286544
120.729582,-109.500711
121.005002,-109.717106
121.278746,-109.935704
121.550574,-110.156311
121.820363,-110.378818
122.088167,-110.603259
122.354732,-110.830264
122.618449,-111.058457
122.880623,-111.288947
123.141012,-111.521529
123.399710,-111.756289
